sampno,sequence,d16_vehtype,veh_year,veh_make,veh_model,d16_vehfueltype,veh_make_oth,d18_how_acquired,d18_replacement,d18_year_acquired,d18_season_acquired,d18_annual_mileage,d18_mpg,d18_replace_time,d18_dispose,d18_currentuse,pevowner
2043,1,10,2006,,,1,,3,1,2014,2,10000,15,3,2,5,0
2043,2,11,2006,,,1,,3,1,2008,2,10000,15,2,2,5,0
2043,3,11,2007,,,1,,3,1,2009,1,10000,15,2,2,5,0
2043,4,11,2007,,,1,,3,1,2013,1,10000,15,3,2,5,0
2043,5,11,2008,,,1,,3,1,2010,2,10000,15,2,2,5,0
2044,1,11,2014,,,1,,1,1,2014,2,1500,15,4,2,1,0
2044,2,11,2014,,,5,,1,1,2014,2,1500,15,4,2,1,0
2046,1,11,2001,,,1,,3,2,2010,5,10000,17,3,1,5,0
2047,1,4,2014,,,9,,1,1,2014,2,9000,100,3,2,3,1
2048,1,11,1998,,,1,,3,2,2007,1,16000,12,4,2,5,0
2048,2,11,2005,,,1,,1,2,2005,2,16000,17,6,2,5,0
2048,3,10,2001,,,1,,3,2,2013,2,12000,23,5,-1,4,0
2048,4,10,2014,,,1,,2,2,2015,1,16000,20,4,7,3,0
2048,5,11,2011,,,1,,3,2,2012,2,16000,15,4,2,3,0
2054,1,2,2009,,,1,,3,1,2010,5,10000,25,3,1,3,0
2054,2,1,2015,,,1,,1,1,2015,2,12000,26,4,2,3,0
2055,1,11,1999,,,5,,1,1,1999,2,15000,15,2,2,6,0
2058,1,13,1996,,,1,,1,2,1997,5,6000,12,2,1,2,0
2059,1,2,2010,,,1,,3,1,2013,2,15000,26,2,1,4,0
2059,2,2,2011,,,1,,3,1,2013,2,15000,28,2,1,4,0
2059,3,2,2012,,,1,,3,1,2010,2,15000,30,3,1,4,0
2059,4,2,2009,,,1,,3,1,2012,4,15000,27,2,1,4,0
2059,5,2,2010,,,1,,3,1,2010,5,15000,28,2,1,4,0
2061,1,2,2014,,,3,,2,1,2014,1,12000,59,1,1,2,1
2063,1,8,2013,,,1,,3,2,2015,2,4000,27,4,2,3,1
2063,2,2,2014,,,9,,2,2,2014,2,12000,110,1,1,1,1
2063,3,3,2013,,,2,,2,2,2013,3,12000,32,1,1,2,1
2065,1,1,2006,,,2,,1,1,2006,3,27000,47,2,2,2,0
2072,1,13,2015,,,1,,1,2,2015,2,26000,29,3,1,1,0
2074,1,10,2001,,,1,,3,1,2015,1,30000,18,3,2,1,0
2075,1,8,2016,,,1,,1,1,2016,3,20000,25,4,2,2,0
2075,2,11,2004,,,1,,3,1,2011,3,25000,18,2,2,2,0
2075,3,9,2009,,,1,,3,1,2015,1,20000,18,2,2,2,0
2075,4,9,2003,,,1,,1,2,2002,4,26000,17,2,2,1,0
2075,5,9,1998,,,1,,3,2,2006,2,10000,17,2,2,1,0
2076,1,11,1999,,,1,,1,1,1990,5,1500,16,5,-1,6,0
2076,2,3,2010,,,1,,3,1,1987,1,15000,26,4,1,2,0
2080,1,3,2016,,,9,,2,1,2016,2,10000,112,2,6,2,1
2081,1,10,2014,,,1,,4,2,2014,1,12000,18,3,7,5,0
2087,1,11,2015,,,4,,1,1,2014,1,4000,20,4,3,1,0
2087,2,4,2013,,,1,,2,2,2013,2,1000,28,4,3,3,0
2087,3,8,2013,,,1,,2,1,2013,2,12000,28,4,1,2,0
2089,1,13,1984,,,1,,1,2,1984,3,50,8,2,4,5,0
2089,2,8,1998,,,1,,1,2,1998,3,5000,18,2,3,4,0
2090,1,8,2015,,,1,,1,1,2015,3,13000,25,3,1,4,0
2090,2,10,2015,,,1,,1,1,2015,5,18000,21,4,1,1,0
2092,1,8,2017,,,1,,2,1,2014,1,100000,35,2,1,1,0
2092,2,8,2017,,,1,,1,1,2016,1,100000,45,2,1,1,0
2092,3,8,2017,,,1,,1,1,2014,2,100000,40,2,1,2,0
2092,4,8,2016,,,1,,1,1,2015,1,100000,45,1,1,1,0
2092,5,9,2016,,,1,,1,1,2014,2,100000,45,3,1,2,0
2093,1,3,2015,,,2,,2,1,2015,1,11000,46,1,6,2,0
2093,2,8,2016,,,1,,2,1,2016,3,11000,23,2,6,2,0
2095,1,3,2015,,,2,,1,1,2015,5,20000,46,4,1,2,0
2102,1,4,2010,,,1,,1,1,2010,5,80000,17,3,1,4,0
2102,2,12,2011,,,1,,1,1,2011,3,45000,27,4,1,1,0
2104,1,3,2013,,,3,,1,1,2013,1,12000,60,2,2,2,1
2106,1,2,2010,,,2,,3,1,2013,4,15000,46,2,3,1,0
2106,2,2,2013,,,2,,3,2,2015,4,30000,46,3,3,1,0
2107,1,2,2013,,,3,,1,1,2013,4,10000,50,2,1,2,1
2107,2,8,2009,,,1,,1,1,2009,4,11000,16,5,-1,2,1
2107,3,10,2006,,,1,,1,1,2005,4,12000,20,5,-1,2,1
2107,4,13,2002,,,1,,1,2,2002,1,3000,16,3,1,5,1
2107,5,3,2002,,,1,,2,2,2002,1,10000,22,5,-1,2,1
2114,1,2,2005,,,1,,3,2,2011,4,35000,32,1,2,1,0
2114,2,10,2006,,,1,,3,1,2010,3,8000,20,2,2,5,0
2121,1,2,2005,,,2,,3,2,2014,3,7000,45,3,1,6,1
2121,2,2,2012,,,3,,1,1,2012,3,10000,89,4,1,6,1
2126,1,3,2012,,,3,,1,1,2012,2,12000,65,4,2,6,1
2126,2,3,2014,,,3,,1,1,2014,1,6000,65,1,1,1,1
2127,1,6,2015,,,9,,2,2,2015,2,5000,90,2,6,1,1
2127,2,9,2016,,,9,,1,2,2016,3,5000,90,4,2,1,1
2128,1,2,2010,,,2,,1,2,2010,2,5000,35,6,2,6,1
2128,2,2,2011,,,7,,1,1,2011,4,7500,30,4,2,6,1
2128,3,3,2014,,,3,,1,1,2014,1,22000,48,4,2,6,1
2128,4,11,2003,,,1,,3,2,2005,2,2500,14,4,2,5,1
2131,1,8,2014,,,1,,1,2,2013,1,4000,30,4,1,1,1
2131,2,4,2014,,,9,,1,2,2014,1,20000,300,4,1,2,1
2134,1,11,2007,,,5,,1,2,2007,5,15000,15,2,7,5,0
2134,2,11,2008,,,5,,3,1,2009,5,15000,14,2,7,5,0
2134,3,11,2013,,,5,,3,1,2016,3,15000,18,2,7,2,0
2134,4,11,2014,,,5,,1,1,2014,5,12000,23,4,2,2,0
2134,5,11,2000,,,1,,3,2,2016,4,6000,14,6,2,2,0
2143,1,2,2015,,,9,,2,2,2015,4,15000,105,2,6,1,1
2143,2,11,2003,,,5,,1,1,2002,4,15000,16,1,1,5,1
2143,3,11,2016,,,1,,2,1,2016,3,15000,16,2,6,4,1
2145,1,3,2013,,,2,,1,1,2013,3,5000,43,2,2,3,0
2147,1,2,2014,,,3,,1,2,2013,1,16000,80,2,2,3,1
2147,2,13,2014,,,5,,3,1,2015,3,8000,18,4,2,5,1
2151,1,1,2013,,,3,,2,2,2013,4,10000,50,3,2,3,1
2153,1,2,1998,,,1,,3,2,2000,1,2000,25,1,4,6,0
2155,1,4,1995,,,1,,3,1,2005,1,15000,20,3,2,2,0
2155,2,4,1996,,,1,,3,1,2015,1,2000,20,1,2,2,0
2155,3,4,2005,,,1,,3,1,2016,2,2000,20,1,2,2,0
2155,4,4,1999,,,1,,3,1,2016,3,2000,20,1,2,2,0
2155,5,8,1999,,,1,,3,1,2008,3,4000,18,3,2,2,0
2156,1,9,2010,,,1,,1,1,2010,2,5000,95,2,2,2,0
2156,2,11,2013,,,1,,3,1,2013,2,7500,9,4,2,1,0
2156,3,8,2012,,,1,,3,1,2012,1,8000,15,3,2,2,0
2156,4,7,2012,,,1,,1,1,2012,1,15000,15,3,2,2,0
2156,5,9,2004,,,1,,1,1,2004,2,9500,95,2,2,1,0
2157,1,9,2011,,,1,,2,1,2011,1,2000,15,2,2,1,1
2157,2,2,2015,,,3,,2,1,2015,1,12000,88,2,2,1,1
2157,3,2,2012,,,9,,1,1,2010,5,7000,126,1,2,1,1
2160,1,3,2015,,,1,,2,2,2015,4,12000,30,2,6,6,0
2160,2,11,2016,,,5,,1,1,2016,2,20000,13,3,2,1,0
2161,1,2,2014,,,3,,1,1,2014,2,10000,100,4,2,1,1
2162,1,2,2013,,,2,,1,2,2013,5,15000,50,1,2,3,0
2162,2,12,2015,,,1,,1,1,2015,5,25000,20,3,1,3,0
2162,3,11,2010,,,1,,1,2,2009,5,10000,8,1,2,1,0
2166,1,11,2004,,,1,,3,1,2005,4,24500,16,3,2,5,0
2169,1,3,2015,,,1,,1,1,2015,1,12000,16,3,1,2,0
2169,2,3,2008,,,1,,1,1,2008,2,10000,18,3,1,2,0
2169,3,3,2004,,,1,,1,1,2004,4,5000,19,3,1,2,0
2170,1,1,2016,,,1,,1,1,2016,1,10000,30,1,1,1,0
2170,2,1,2013,,,1,,1,1,2013,2,10000,30,1,1,1,0
2170,3,1,2015,,,1,,1,1,2015,2,10000,26,1,1,1,0
2170,4,2,2017,,,1,,1,1,2015,2,1000,30,1,1,1,0
2172,1,9,2016,,,1,,2,1,2015,1,12000,17,2,1,3,0
2172,2,4,1991,,,1,,3,2,2012,3,6000,13,3,2,1,0
2172,3,5,1995,,,1,,3,1,2013,3,6000,12,5,-1,2,0
2174,1,2,2013,,,3,,2,1,2013,4,40100,50,1,1,2,1
2176,1,11,2011,,,5,,1,2,2011,1,12000,16,2,1,6,0
2176,2,4,2015,,,1,,2,1,2015,2,10000,25,2,1,6,0
2176,3,2,2012,,,1,,3,2,2014,3,7500,26,5,-1,6,0
2178,1,11,2011,,,5,,2,2,2011,5,40000,18,3,1,5,0
2179,1,11,2006,,,1,,3,1,2007,2,1000,15,4,5,5,0
2179,2,11,2006,,,1,,3,1,2009,3,1000,20,2,5,5,0
2179,3,11,2002,,,1,,3,1,2004,2,1000,12,2,5,5,0
2179,4,8,1995,,,1,,1,2,1995,2,1500,20,2,5,2,0
2179,5,11,1993,,,5,,1,2,1994,3,1500,12,2,5,5,0
2184,1,11,2013,,,4,,1,1,2012,1,15000,16,4,2,5,0
2184,2,11,2013,,,4,,1,1,2012,1,20000,16,4,2,5,0
2186,1,3,2015,,,1,,2,1,2014,2,8000,24,1,6,2,0
2190,1,11,2007,,,1,,3,1,2015,1,15000,16,5,-1,2,0
2190,2,10,2016,,,1,,2,1,2016,3,40000,19,2,6,2,0
2192,1,4,2011,,,1,,1,1,2011,4,5000,17,1,2,1,1
2192,2,2,2016,,,9,,2,1,2016,3,500,26,2,1,1,1
2193,1,11,2013,,,5,,1,1,2013,2,35000,18,4,2,5,0
2194,1,3,1998,,,1,,4,1,2012,5,10000,20,2,4,2,0
2195,1,12,2015,,,1,,1,1,2015,2,13000,20,4,1,6,0
2196,1,2,2014,,,1,,3,2,2015,1,12000,34,4,1,2,0
2196,2,7,2013,,,1,,3,2,2014,3,8000,22,3,1,1,0
2200,1,1,2013,,,2,,2,2,2013,3,12000,40,4,2,3,0
2203,1,3,2008,,,1,,3,2,2012,5,2000,28,4,1,2,0
2205,1,3,2013,,,1,,1,2,2013,1,20000,30,2,1,2,0
2213,1,2,2014,,,9,,2,1,2014,1,10000,105,3,6,2,1
2213,2,2,2016,,,1,,1,2,2016,3,7000,34,4,2,2,1
2213,3,2,2014,,,1,,1,1,2014,1,9000,26,4,2,2,1
2213,4,2,2016,,,1,,1,1,2016,3,8000,36,4,2,2,1
2213,5,2,1986,,,1,,3,2,2011,3,2000,27,1,2,6,1
2215,1,9,2017,,,1,,1,1,2010,1,8000,18,3,2,3,1
2215,2,3,2014,,,3,,1,2,2013,2,12000,150,1,1,2,1
2220,1,3,2000,,,1,,3,2,2004,1,2000,25,3,1,3,0
2241,1,3,2014,,,3,,1,1,2014,3,15000,50,5,-1,2,1
2241,2,8,2006,,,1,,3,2,2012,1,10000,30,4,2,2,1
2241,3,9,2008,,,1,,3,2,2015,4,5000,25,5,-1,6,1
2241,4,11,2001,,,5,,1,2,2001,4,5000,18,5,-1,1,1
2245,1,8,2016,,,1,,1,2,2016,1,15000,23,5,-1,3,0
2246,1,1,2011,,,1,,1,1,2011,5,50000,20,2,4,1,0
2246,2,8,2010,,,1,,1,1,2010,5,30000,16,2,4,1,0
2255,1,10,2001,,,1,,3,1,2010,5,10000,30,4,2,4,0
2255,2,11,2005,,,1,,3,1,2010,5,10000,28,4,2,1,0
2258,1,8,2008,,,2,,1,1,2007,4,15000,23,2,1,1,0
2258,2,12,2015,,,1,,1,2,2015,2,9000,24,4,1,1,0
2258,3,13,2003,,,1,,3,2,2013,2,4000,20,4,1,1,0
2258,4,13,2007,,,1,,1,2,2006,1,4000,20,4,1,1,0
2261,1,2,2013,,,2,,3,1,2015,1,5000,39,4,2,1,0
2261,2,2,2010,,,2,,3,1,2014,1,5000,40,4,2,1,0
2261,3,2,2013,,,2,,3,1,2015,1,5000,35,4,2,2,0
2261,4,2,2013,,,2,,3,1,2014,2,5000,40,4,2,5,0
2261,5,2,2011,,,2,,3,1,2015,2,5000,45,4,2,1,0
2263,1,9,2001,,,1,,3,2,2015,5,1000,20,4,7,2,1
2263,2,2,2011,,,9,,3,2,2014,5,2000,80,4,7,2,1
2266,1,10,2000,,,1,,3,1,2008,5,5000,23,5,-1,1,0
2266,2,11,2009,,,4,,3,2,2015,5,5000,21,5,-1,3,0
2267,1,3,1997,,,1,,4,2,1997,1,3000,35,5,-1,1,1
2267,2,1,2014,,,9,,1,1,2014,2,5000,300,4,1,1,1
2267,3,8,1996,,,1,,1,1,1996,2,1000,35,4,2,5,1
2271,1,12,2015,,,1,,1,1,2015,2,10000,15,2,1,2,0
2271,2,12,2015,,,1,,2,1,2015,2,10000,15,2,1,2,0
2271,3,12,2015,,,1,,2,1,2015,3,10000,15,2,1,2,0
2271,4,12,2015,,,1,,2,1,2015,2,10000,15,2,1,2,0
2271,5,13,2016,,,1,,1,1,2016,2,10000,12,4,1,2,0
2273,1,5,2008,,,1,,1,1,2008,2,3000,30,2,2,3,1
2273,2,3,2003,,,1,,3,2,2005,4,2000,25,2,2,2,1
2273,3,2,2014,,,3,,2,1,2014,3,9000,70,2,1,3,1
2276,1,11,2015,,,1,,1,2,2015,1,10000,12,4,1,2,0
2276,2,9,2016,,,1,,1,2,2015,1,10000,18,4,1,2,0
2276,3,11,2015,,,1,,1,2,2015,1,10000,14,4,1,2,0
2276,4,11,2016,,,5,,1,2,2016,1,10000,18,4,1,2,0
2276,5,11,2015,,,1,,1,2,2016,1,10000,14,4,1,2,0
2283,1,11,2008,,,1,,1,1,2008,2,5000,16,3,2,6,0
2283,2,4,2010,,,1,,3,1,2012,2,5000,18,2,1,2,0
2284,1,8,2001,,,1,,1,2,2001,2,6000,19,2,1,1,0
2284,2,4,2014,,,1,,1,2,2014,3,6000,19,4,1,6,0
2290,1,3,2015,,,1,,2,1,2015,1,15000,25,2,1,4,0
2291,1,12,2008,,,1,,3,1,2016,3,7500,18,4,2,2,0
2291,2,12,2000,,,1,,3,1,2014,3,7500,18,3,2,2,0
2292,1,2,2005,,,1,,3,1,2006,3,10000,27,2,2,3,1
2292,2,4,2007,,,1,,1,1,2007,1,20000,25,1,2,3,1
2292,3,3,2014,,,3,,2,1,2014,1,12000,85,2,6,4,1
2292,4,3,2015,,,3,,1,1,2015,2,12000,85,4,2,3,1
2297,1,13,2004,,,1,,3,2,2015,3,30000,15,2,2,4,0
2297,2,11,2008,,,1,,4,2,2014,1,20000,17,1,2,5,0
2297,3,11,2008,,,1,,3,2,2016,4,20000,15,4,2,5,0
2302,1,9,2006,,,1,,1,1,2006,4,3000,18,4,1,2,0
2302,2,11,2010,,,4,,1,2,2010,4,20000,18,4,1,5,0
2306,1,2,2005,,,2,,1,2,2005,1,12000,38,2,3,5,1
2306,2,1,2016,,,9,,2,1,2016,3,9000,100,2,1,2,1
2310,1,8,2006,,,1,,3,1,2014,1,22000,18,1,1,2,0
2310,2,5,2010,,,1,,1,1,2010,2,10000,28,1,1,2,0
2310,3,8,2014,,,1,,3,1,2014,2,22000,20,2,1,2,0
2310,4,5,2017,,,1,,1,1,2016,4,10000,28,3,1,2,0
2313,1,2,2013,,,9,,2,2,2013,1,8000,23,1,6,1,1
2315,1,3,2013,,,3,,1,1,2013,5,4000,50,3,2,3,1
2315,2,8,2010,,,2,,1,1,2010,5,4000,50,3,2,3,1
2316,1,2,2013,,,9,,2,1,2013,4,10000,115,2,1,2,1
2324,1,2,2014,,,1,,1,1,2014,4,25000,26,1,1,2,0
2324,2,2,2013,,,1,,2,2,2013,5,10000,25,2,1,2,0
2324,3,7,2012,,,1,,1,2,2012,1,20000,21,2,1,2,0
2325,1,11,2006,,,1,,1,1,2006,1,15000,14,3,1,5,0
2325,2,11,2006,,,1,,1,1,2006,1,15000,14,3,1,5,0
2325,3,11,2006,,,1,,1,1,2006,2,15000,14,3,1,5,0
2325,4,11,2006,,,1,,1,1,2006,2,15000,14,3,1,5,0
2325,5,11,2007,,,1,,1,1,2007,2,20000,14,3,1,5,0
2327,1,9,2005,,,1,,1,1,2005,1,15000,14,1,2,3,0
2327,2,8,2015,,,1,,2,1,2015,1,12000,18,2,1,1,0
2330,1,11,2015,,,4,,2,2,2015,1,14000,18,4,2,1,0
2330,2,11,2005,,,5,,1,2,2005,1,14000,16,4,2,1,0
2331,1,2,2013,,,3,,1,2,2013,1,20000,110,2,2,2,1
2335,1,2,2015,,,9,,2,2,2015,1,6000,100,3,6,1,1
2339,1,1,2014,,,9,,2,1,2014,2,10000,84,1,6,3,1
2340,1,2,2016,,,9,,2,2,2016,3,15000,100,2,1,2,1
2341,1,10,2016,,,1,,1,1,2010,3,30000,18,3,1,3,0
2341,2,11,2015,,,1,,1,1,2015,4,30000,16,3,1,4,0
2341,3,11,2012,,,1,,1,2,2013,2,20000,16,2,1,1,0
2341,4,11,2013,,,1,,1,1,2014,1,30000,16,1,1,3,0
2344,1,3,2015,,,3,,2,1,2015,1,15000,58,1,6,2,1
2347,1,3,2015,,,3,,2,1,2015,2,12000,160,2,1,2,1
2349,1,13,2005,,,1,,1,1,2005,2,5000,30,3,1,5,0
2351,1,11,1994,,,1,,3,2,2016,3,6000,12,2,2,5,0
2351,2,10,1983,,,1,,3,2,1992,1,600,10,5,-1,5,0
2355,1,5,1996,,,1,,3,1,2016,2,5000,15,3,2,3,0
2355,2,5,2005,,,1,,3,1,2006,1,5000,19,3,2,3,0
2355,3,12,2013,,,1,,1,2,2013,1,10000,20,3,1,2,0
2356,1,2,2013,,,3,,2,1,2013,3,5000,95,1,6,2,1
2364,1,11,2011,,,5,,1,2,2011,4,6000,18,2,1,5,0
2364,2,11,2009,,,1,,1,2,2009,4,15000,20,1,2,5,0
2365,1,7,2016,,,1,,1,2,2016,1,25000,20,3,1,2,0
2365,2,6,2007,,,1,,3,2,2011,2,30000,22,3,1,2,0
2365,3,13,2004,,,1,,1,1,2003,2,5000,15,2,1,2,0
2365,4,13,1999,,,1,,1,2,1999,5,5000,17,2,1,5,0
2366,1,2,2013,,,3,,2,2,2013,4,10000,55,4,2,2,1
2368,1,11,2016,,,1,,1,1,2016,2,15000,20,4,1,4,0
2368,2,11,2016,,,1,,1,1,2016,2,15000,20,4,1,1,0
2368,3,11,2016,,,1,,1,1,2016,2,15000,20,4,1,1,0
2368,4,11,2016,,,1,,1,1,2016,2,15000,20,4,1,2,0
2368,5,11,2016,,,1,,1,1,2016,2,15000,20,4,1,5,0
2369,1,10,2011,,,1,,1,2,2012,2,16000,15,1,2,4,0
2369,2,11,2015,,,1,,1,2,2015,4,6000,10,4,2,4,0
2369,3,11,2016,,,1,,1,1,2016,4,10000,16,4,2,4,0
2371,1,4,2012,,,9,,1,2,2012,1,15000,102,4,1,2,1
2373,1,10,2010,,,1,,1,1,2009,1,15750,16,3,2,5,0
2373,2,10,2013,,,1,,1,1,2014,1,7000,17,4,2,5,0
2373,3,11,2003,,,1,,1,1,2003,1,5000,13,3,3,5,0
2374,1,3,2014,,,3,,2,1,2014,1,15000,46,1,6,3,1
2375,1,9,2016,,,1,,1,2,2016,1,15000,26,2,2,3,0
2376,1,9,2015,,,1,,1,2,2015,1,6000,12,2,2,2,0
2377,1,3,2014,,,3,,2,1,2013,2,15000,55,1,6,3,1
2377,2,8,2016,,,1,,2,1,2016,2,15000,22,2,2,4,1
2378,1,8,2016,,,1,,2,1,2016,2,15000,22,2,6,4,1
2378,2,3,2014,,,3,,2,1,2013,1,15000,55,1,6,3,1
2379,1,3,2011,,,9,,1,1,2011,2,7500,100,2,1,6,1
2383,1,12,2016,,,1,,1,1,2016,3,12000,21,4,1,2,0
2383,2,3,2016,,,1,,2,2,2016,2,24000,18,2,1,3,0
2388,1,2,2014,,,1,,2,2,2014,5,12000,32,1,1,2,0
2388,2,8,2010,,,1,,1,2,2010,1,15000,25,3,2,5,0
2390,1,2,2014,,,3,,2,2,2014,3,28000,49,4,1,2,1
2391,1,11,2010,,,1,,3,2,2013,2,10000,10,4,2,4,0
2391,2,11,2010,,,1,,3,2,2014,2,7500,11,4,2,4,0
2391,3,11,2011,,,5,,3,1,2015,5,10000,15,5,-1,1,0
2391,4,11,2014,,,1,,1,1,2014,3,20000,17,2,2,6,0
2391,5,11,2016,,,1,,1,1,2016,3,16,16,3,7,6,0
2393,1,11,2003,,,5,,3,2,2008,3,1300,13,4,4,1,0
2393,2,10,2003,,,1,,3,2,2013,2,1200,18,3,4,2,0
2397,1,3,2007,,,1,,3,1,2016,3,20000,49,2,2,3,1
2397,2,3,2016,,,9,,2,1,2016,1,18000,105,2,6,3,1
2399,1,3,2013,,,3,,1,1,2013,1,12000,42,2,2,3,1
2403,1,3,2007,,,2,,1,1,2007,5,12000,37,2,1,4,0
2405,1,3,2014,,,3,,1,2,2014,2,14000,75,3,2,2,1
2406,1,10,2007,,,1,,1,2,2007,1,8000,25,4,2,5,0
2406,2,11,2007,,,5,,1,1,2007,1,5000,15,4,2,5,0
2406,3,13,2010,,,1,,1,1,2010,4,12000,9,4,2,4,0
2406,4,13,2013,,,1,,1,1,2013,5,12000,12,4,2,3,0
2406,5,13,2016,,,5,,1,1,2016,2,12000,14,4,2,4,0
2409,1,13,1990,,,1,,3,2,2013,2,5000,17,5,-1,6,0
2411,1,4,2013,,,9,,1,1,2013,2,14000,120,2,1,2,1
2414,1,2,2014,,,3,,1,1,2013,1,7000,42,4,4,2,1
2420,1,4,2013,,,9,,1,1,2013,3,10000,100,2,2,3,1
2424,1,1,2014,,,9,,2,2,2014,2,20000,119,1,6,6,1
2425,1,8,2015,,,1,,1,1,2014,4,14000,27,4,2,4,0
2427,1,8,2013,,,1,,3,1,2016,2,8000,24,3,1,2,0
2430,1,3,1997,,,1,,3,1,2012,1,13150,26,3,1,2,0
2436,1,3,2014,,,9,,1,2,2014,3,6000,100,4,2,2,1
2438,1,3,2016,,,9,,2,1,2016,5,10000,100,2,6,2,1
2441,1,4,2014,,,9,,1,1,2014,2,15000,40,2,2,6,1
2441,2,4,2015,,,9,,1,1,2015,2,8000,40,2,2,6,1
2441,3,3,2014,,,1,,1,1,2015,5,10000,25,2,2,6,1
2446,1,3,2015,,,9,,1,1,2015,3,30000,45,2,2,2,1
2446,2,8,2013,,,1,,1,2,2013,2,20000,20,2,2,2,1
2451,1,3,2013,,,3,,1,1,2012,4,20000,85,2,1,2,1
2468,1,3,2000,,,1,,3,2,2006,4,20000,20,1,2,1,1
2468,2,3,1967,,,1,,3,2,1991,3,0,10,4,3,2,1
2468,3,3,1967,,,1,,3,2,1991,3,0,10,4,3,2,1
2468,4,11,1998,,,1,,1,2,1998,3,2000,15,5,-1,1,1
2468,5,1,2014,,,3,,1,2,2014,3,25000,63,4,1,1,1
2480,1,4,2013,,,9,,1,1,2013,1,16000,89,3,2,2,1
2480,2,2,2012,,,3,,1,1,2012,4,15000,50,2,2,2,1
2486,1,11,2009,,,5,,1,1,2009,4,30000,15,2,1,1,0
2486,2,9,2008,,,1,,1,1,2008,4,25000,18,2,1,1,0
2486,3,11,2013,,,5,,1,1,2013,4,18000,16,3,1,2,0
2486,4,9,2006,,,1,,1,2,2006,4,15000,18,3,1,2,0
2487,1,10,2010,,,1,,4,2,2010,3,22000,28,2,2,1,0
2487,2,2,2016,,,2,,1,1,2016,1,16000,55,3,2,3,0
2489,1,8,2015,,,1,,2,2,2015,1,16000,137,1,1,5,1
2489,2,3,2017,,,3,,2,1,2016,2,15000,119,2,6,5,1
2493,1,2,2016,,,1,,1,1,2016,3,10000,30,4,2,2,0
2493,2,2,2007,,,1,,1,2,2007,1,20000,21,2,2,4,0
2493,3,2,2011,,,1,,3,2,2012,5,20000,24,2,2,4,0
2493,4,2,2009,,,1,,3,1,2013,5,20000,24,2,2,4,0
2493,5,2,2007,,,1,,3,1,2014,5,20000,24,2,2,4,0
2495,1,3,2015,,,3,,3,1,2016,3,24000,45,3,2,2,1
2495,2,3,2003,,,5,,3,1,2006,2,10000,48,2,2,2,1
2496,1,8,2007,,,1,,1,1,2007,3,10000,23,4,2,5,0
2496,2,9,1997,,,5,,3,1,2000,2,12000,18,5,-1,5,0
2496,3,11,1982,,,5,,1,2,1982,4,10000,16,5,-1,5,0
2496,4,11,1982,,,5,,3,2,1990,2,10000,12,5,-1,5,0
2496,5,8,2003,,,1,,3,2,2009,3,8000,15,2,2,2,0
2497,1,9,2011,,,1,,3,1,2013,1,10000,15,2,2,3,0
2497,2,8,2003,,,1,,3,2,2013,3,5000,12,4,2,2,0
2497,3,11,2014,,,5,,1,1,2014,1,15000,18,3,2,5,0
2499,1,13,2006,,,1,,1,2,2006,5,15000,15,3,2,2,0
2499,2,13,2006,,,1,,3,2,2011,1,15000,15,3,2,2,0
2499,3,9,2014,,,1,,1,2,2014,1,20000,15,4,1,2,0
2499,4,11,1998,,,1,,3,2,2016,1,8000,10,4,3,1,0
2499,5,12,2005,,,1,,1,1,2005,5,15000,15,2,2,2,0
2500,1,11,2006,,,1,,1,1,2006,2,2000,17,3,2,5,0
2501,1,8,2001,,,1,,1,1,2001,3,5000,17,3,2,3,0
2502,1,2,2015,,,1,,1,2,2015,2,2000,21,1,2,1,1
2502,2,2,2015,,,2,,1,2,2012,3,5000,50,2,1,1,1
2502,3,3,2015,,,1,,2,2,2013,4,5000,30,2,1,1,1
2502,4,5,2014,,,9,,2,2,2013,4,2000,30,1,1,2,1
2502,5,2,2014,,,1,,2,2,2013,1,4000,24,2,1,3,1
2504,1,3,2007,,,1,,3,1,2011,3,15000,25,2,2,3,0
2504,2,8,2003,,,1,,3,2,2009,3,25000,21,2,2,6,0
2507,1,7,2015,,,1,,1,1,2014,4,15000,19,3,1,6,0
2507,2,11,2015,,,5,,1,1,2015,2,20000,12,3,1,4,0
2507,3,11,2015,,,5,,1,1,2016,4,20000,17,3,1,4,0
2508,1,3,2014,,,3,,2,1,2014,2,8000,230,1,1,6,1
2511,1,1,2016,,,2,,1,1,2012,3,40000,30,1,2,2,0
2511,2,3,2016,,,1,,1,1,2014,3,14000,30,1,2,2,0
2511,3,8,2016,,,1,,1,1,2013,3,40000,30,2,2,2,0
2511,4,4,2016,,,1,,1,2,2015,5,30000,25,2,2,2,0
2511,5,13,2015,,,5,,1,2,2014,2,35000,32,2,2,2,0
2512,1,13,2016,,,1,,3,2,2016,4,30000,7,5,-1,1,0
2513,1,1,2014,,,9,,1,1,2014,4,10000,119,4,1,4,1
2516,1,10,2000,,,1,,1,1,2000,3,6000,20,4,2,4,0
2516,2,10,2004,,,1,,1,2,2004,4,4000,16,4,2,4,0
2521,1,3,2017,,,3,,2,1,2016,1,12000,65,2,6,1,1
2521,2,9,2016,,,1,,2,2,2015,2,15000,17,2,6,1,1
2522,1,3,2017,,,3,,2,2,2016,1,18000,75,2,1,3,1
2526,1,3,2015,,,3,,1,1,2015,3,10000,80,4,7,6,1
2526,2,3,2012,,,2,,1,2,2012,2,13000,45,1,5,6,1
