sampno,sequence,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner,age_nrel_agebin
845,4,,2,7,Mixed,6,2,0,2,1,1,-1,10,40,2,2,4,-1,-1,0,2
846,1,,1,6,-1,6,1,0,1,1,1,-1,26,260,5,2,4,-1,-1,0,6
846,2,,2,6,-1,6,1,0,2,1,1,-1,10,100,5,2,4,-1,-1,0,6
847,1,,1,4,-1,8,1,0,5,1,1,-1,10,100,7,2,4,-1,-1,0,3
847,2,,2,4,-1,6,1,0,1,1,1,-1,5,25,5,2,4,-1,-1,0,3
847,3,,1,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
847,4,,2,4,-1,4,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
849,1,,1,6,-1,7,1,0,2,1,1,-1,25,25,5,2,4,-1,-1,0,7
849,2,,2,6,-1,4,1,0,5,1,1,-1,2,20,5,2,4,-1,-1,0,7
851,1,,2,6,-1,8,3,10,1,1,2,-1,6,60,5,3,4,-1,-1,0,3
851,2,,1,6,-1,8,3,2,1,1,5,-1,1,0,5,3,4,-1,-1,0,3
852,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
852,2,,1,6,-1,8,1,0,1,1,1,-1,10,60,5,2,4,-1,-1,0,6
853,1,,1,2,-1,6,1,15,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
853,2,,2,2,-1,5,2,15,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
854,1,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
854,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
854,3,,1,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
855,1,,1,4,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
855,2,,2,6,-1,7,1,0,1,1,1,-1,26,260,5,2,4,-1,-1,0,5
855,3,,1,4,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
855,4,,2,4,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
856,1,,2,6,-1,6,1,0,1,1,1,-1,34,240,4,2,4,-1,-1,0,4
857,1,,1,6,-1,4,1,0,1,1,1,-1,20,60,5,2,4,-1,-1,0,7
857,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
857,3,,2,6,-1,2,4,4,2,1,4,-1,10,10,1,3,4,-1,-1,0,5
859,1,,1,6,-1,8,2,0,1,1,5,-1,1,1,5,2,4,-1,-1,0,4
859,2,,2,2,-1,8,3,5,2,1,5,-1,1,0,5,3,4,-1,-1,0,5
860,1,,1,8,-1,8,1,3,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
860,2,,2,8,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0,6
861,1,,1,2,-1,3,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0,5
861,2,,2,2,-1,6,2,0,1,1,1,-1,26,52,1,2,4,-1,-1,0,5
861,3,,2,2,-1,2,1,0,2,1,1,-1,4,16,3,2,1,1,3,0,2
862,1,,2,2,-1,6,1,0,1,1,1,-1,53,318,3,2,4,-1,-1,0,3
862,2,,1,2,-1,4,1,0,1,1,1,-1,50,500,6,2,4,-1,-1,0,3
862,3,,2,2,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
863,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
863,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
863,3,,1,6,-1,6,1,0,1,1,1,-1,5,30,5,2,4,-1,-1,0,3
864,1,,1,6,-1,7,1,0,2,1,1,-1,25,100,4,2,4,-1,-1,0,6
864,2,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
865,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
865,2,,1,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
868,1,,2,6,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
868,2,,1,6,-1,6,1,0,1,1,1,-1,25,250,5,3,4,-1,-1,0,6
871,1,,2,4,-1,6,4,0,5,1,1,-1,45,225,5,1,4,-1,-1,0,4
871,2,,1,4,-1,2,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
871,3,,2,4,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,1,5,30,0,2
872,1,,1,2,-1,3,1,0,1,1,1,-1,11,110,5,2,4,-1,-1,0,4
872,2,,2,2,-1,5,1,0,1,1,1,-1,10,100,5,2,3,-1,-1,0,3
873,1,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
873,2,,1,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
874,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,13,0,4
874,2,,2,6,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
875,1,,1,6,-1,8,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
875,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
876,1,,1,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
876,2,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
876,3,,2,2,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0,4
879,1,,2,2,-1,6,1,0,1,1,1,-1,19,80,4,2,4,-1,-1,1,6
879,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
879,3,,2,8,-1,6,1,0,3,1,1,-1,30,90,3,2,4,-1,-1,1,2
880,1,,2,6,-1,5,2,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
881,1,,2,2,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,3
881,2,,1,2,-1,8,1,0,1,1,1,-1,2,15,5,2,4,-1,-1,0,3
881,3,,2,2,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
881,4,,1,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,999
882,1,,2,8,-1,6,1,0,1,1,1,-1,20,160,4,2,4,-1,-1,0,3
882,2,,1,8,-1,6,1,10,1,1,1,-1,5,50,4,2,4,-1,-1,0,3
882,3,,1,8,-1,6,4,20,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
882,4,,2,8,-1,2,4,20,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
883,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
883,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
884,1,,2,8,-1,8,1,0,2,1,1,-1,3,30,5,2,4,-1,-1,0,7
884,2,,2,8,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
885,1,,2,6,-1,6,1,12,1,1,1,-1,22,220,5,2,4,-1,-1,0,2
885,2,,1,7,Spanish,6,1,10,5,1,1,-1,10,200,3,2,4,-1,-1,0,3
886,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
887,1,,1,6,-1,5,1,0,1,1,1,-1,70,700,4,2,4,-1,-1,0,5
887,2,,1,6,-1,8,1,0,1,1,1,-1,35,350,4,2,4,-1,-1,0,6
888,1,,1,6,-1,3,1,0,3,1,6,-1,30,150,5,2,4,-1,-1,0,3
888,2,,2,6,-1,4,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0,3
889,1,,2,6,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
889,2,,1,6,-1,8,1,0,1,1,2,-1,20,200,5,1,4,-1,-1,0,3
890,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
890,2,,1,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
891,1,,2,8,-1,8,1,2,1,1,1,-1,7,60,4,2,4,-1,-1,0,3
892,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
892,2,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
893,1,,1,6,-1,5,1,0,1,1,1,-1,35,175,5,2,4,-1,-1,0,6
893,2,,1,4,-1,1,5,10,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
893,3,,2,6,-1,2,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
894,1,,1,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
894,2,,2,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
894,3,,2,6,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
895,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
895,2,,1,6,-1,6,1,0,2,1,1,-1,10,60,3,2,4,-1,-1,0,6
898,1,,1,2,-1,6,1,0,2,1,1,-1,15,150,6,2,4,-1,-1,0,4
899,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
901,1,,1,2,-1,7,1,0,1,1,1,-1,37,300,5,2,4,-1,-1,0,5
901,2,,2,2,-1,6,1,0,1,1,1,-1,17,175,5,2,4,-1,-1,0,5
902,1,,1,6,-1,2,1,0,1,1,1,-1,32,320,5,2,4,-1,-1,0,5
902,2,,2,6,-1,2,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0,5
903,1,,4,8,-1,3,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0,3
903,2,,4,8,-1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
904,1,,2,6,-1,8,1,0,1,1,1,-1,11,88,5,2,4,-1,-1,0,5
904,2,,1,6,-1,8,2,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
905,1,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
905,2,,1,6,-1,8,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
909,1,,2,6,-1,4,1,0,1,1,1,-1,8,40,5,2,4,-1,-1,0,6
909,2,,1,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
910,1,,1,6,-1,7,1,0,1,1,2,-1,35,350,5,1,4,-1,-1,0,7
910,2,,2,4,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
911,1,,2,2,-1,8,1,0,1,1,2,-1,4,40,5,2,4,-1,-1,0,4
911,2,,1,1,-1,8,1,0,1,1,2,-1,4,40,5,2,4,-1,-1,0,4
912,1,,1,6,-1,6,1,8,1,1,1,-1,8,40,5,2,4,-1,-1,0,5
913,1,,1,4,-1,5,1,0,2,1,1,-1,3,3,1,2,1,1,3,0,3
913,2,,2,8,-1,6,1,0,1,1,1,-1,18,90,5,2,4,-1,-1,0,3
914,1,,1,6,-1,6,1,0,1,1,1,-1,18,120,3,2,4,-1,-1,0,5
914,2,,2,6,-1,6,1,0,1,1,1,-1,12,125,5,2,2,1,15,0,4
914,3,,2,6,-1,4,1,0,2,1,1,-1,2,20,4,2,1,1,5,0,2
915,1,,1,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
916,1,,1,6,-1,5,1,0,1,1,1,-1,26,260,5,2,3,-1,-1,0,3
916,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
917,1,,1,4,-1,6,1,0,2,1,1,-1,50,200,2,2,1,1,8,0,3
917,2,,2,6,-1,6,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,3
918,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
918,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
919,1,,2,4,-1,8,1,0,1,1,1,-1,25,300,3,2,4,-1,-1,0,3
919,2,,1,4,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
920,1,,2,6,-1,6,1,0,2,1,1,-1,8,20,1,2,4,-1,-1,0,4
920,2,,1,6,-1,6,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,4
921,1,,2,8,-1,5,1,0,1,2,-1,-1,-1,-1,-1,-1,2,1,15,0,2
921,2,,2,8,-1,2,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
921,3,,1,8,-1,2,1,0,1,1,1,-1,50,200,4,3,4,-1,-1,0,5
921,4,,2,8,-1,4,5,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
921,5,,1,8,-1,2,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
922,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
922,2,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
922,3,,2,6,-1,1,4,10,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
924,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
924,2,,2,6,-1,6,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
925,1,,2,6,-1,4,1,0,1,1,1,-1,8,0,5,2,4,-1,-1,0,4
925,2,,1,4,-1,4,1,0,1,1,2,-1,8,50,6,3,4,-1,-1,0,3
925,3,,1,4,-1,2,4,6,4,-1,-1,-1,-1,-1,-1,-1,2,2,8,0,2
927,1,,1,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
927,2,,2,6,-1,5,2,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
928,1,,1,6,-1,6,1,0,1,1,1,-1,1,30,5,2,4,-1,-1,0,4
928,2,,2,7,"latino,white,black,american indian",5,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,0,3
929,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
929,2,,2,6,-1,3,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
930,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
930,2,,1,6,-1,4,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0,5
931,1,,1,8,-1,6,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0,3
931,2,,1,8,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
932,1,,2,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
932,2,,2,6,-1,2,4,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
933,1,,1,6,-1,4,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0,6
935,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
936,1,,2,8,-1,7,1,0,5,1,1,-1,0,150,6,1,4,-1,-1,0,5
936,2,,1,8,-1,6,1,0,1,1,6,-1,10,50,5,1,4,-1,-1,0,2
936,3,,1,8,-1,6,1,0,1,1,1,-1,10,50,5,1,4,-1,-1,0,2
937,1,,2,6,-1,3,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
937,2,,1,6,-1,8,1,1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
940,1,,2,4,-1,2,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,5
940,2,,1,4,-1,2,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,5
941,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
941,2,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
944,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
944,2,,1,6,-1,4,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
944,3,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
946,1,,1,6,-1,6,1,0,2,1,1,-1,9,54,3,2,4,-1,-1,0,6
946,2,,2,6,-1,8,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
947,1,,1,6,-1,6,1,0,2,1,1,-1,3,12,2,2,4,-1,-1,0,7
947,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
947,3,,2,6,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
948,1,,1,6,-1,6,1,0,1,1,1,-1,15,80,5,2,4,-1,-1,0,5
948,2,,2,6,-1,6,3,3,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
950,1,,1,8,-1,6,1,2,1,1,1,-1,22,176,5,1,4,-1,-1,0,5
950,2,,2,8,-1,6,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0,5
951,1,,2,6,-1,6,1,0,1,1,1,-1,34,350,5,2,4,-1,-1,0,3
951,2,,1,7,mixed race white/african american,6,3,0,1,1,8,bike to company bus pick up,26,130,5,3,4,-1,-1,0,3
957,1,,2,4,-1,8,1,0,2,1,1,-1,5,25,2,1,4,-1,-1,0,4
957,2,,1,2,-1,2,1,0,1,1,1,-1,65,700,5,2,4,-1,-1,0,4
958,1,,2,6,-1,8,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0,6
962,1,,2,2,-1,6,1,2,2,1,1,-1,10,80,4,2,2,1,10,0,7
962,2,,2,2,-1,6,1,30,1,1,1,-1,30,240,4,2,1,1,30,0,3
963,1,,1,6,-1,3,1,12,1,1,1,-1,3,30,5,2,4,-1,-1,0,5
963,2,,3,6,-1,3,1,20,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
964,1,,2,6,-1,4,1,4,2,1,1,-1,3,18,3,2,4,-1,-1,0,6
964,2,,1,6,-1,8,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
965,1,,1,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
966,1,,1,7,human,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
966,2,,2,7,human,6,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
967,1,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
967,2,,2,4,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
969,1,,1,6,-1,3,1,1,1,1,1,-1,4,40,5,2,4,-1,-1,0,7
972,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
972,2,,2,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
973,1,,1,6,-1,6,1,0,1,1,1,-1,3,30,5,2,4,-1,-1,0,5
973,2,,2,6,-1,8,1,0,1,1,1,-1,18,180,5,2,4,-1,-1,0,5
975,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
978,1,,1,6,-1,6,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0,6
978,2,,1,6,-1,4,2,0,2,1,1,-1,1,6,3,2,2,1,15,0,2
978,3,,2,6,-1,6,1,0,2,1,1,-1,25,75,3,2,4,-1,-1,0,6
979,1,,2,6,-1,4,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
979,2,,1,6,-1,7,4,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1062,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1062,2,,2,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1064,1,,1,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1064,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1064,3,,1,4,-1,6,1,0,1,1,1,-1,15,200,6,2,4,-1,-1,0,5
1064,4,,2,4,-1,2,1,0,2,1,1,-1,15,200,6,2,4,-1,-1,0,4
1064,5,,1,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1064,6,,1,4,-1,2,5,0,2,1,2,-1,15,0,6,3,4,-1,-1,0,2
1065,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1065,2,,1,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1066,1,,1,4,-1,1,1,0,1,1,1,-1,12,60,5,1,4,-1,-1,0,6
1066,2,,2,4,-1,2,1,0,2,1,1,-1,7,35,5,1,4,-1,-1,0,6
1066,3,,1,4,-1,4,1,0,1,1,1,-1,17,85,5,2,2,1,15,0,2
1070,1,,2,6,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1072,1,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1072,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1073,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1073,2,,2,6,-1,6,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1075,1,,1,6,-1,7,1,4,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1075,2,,2,6,-1,7,1,10,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1077,1,,2,6,-1,6,1,0,1,1,1,-1,9,90,5,2,4,-1,-1,0,6
1077,2,,1,6,-1,7,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1078,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1078,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1079,1,,2,6,-1,6,1,0,2,1,1,-1,18,5,1,2,4,-1,-1,0,5
1079,2,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1079,3,,1,6,-1,8,1,0,1,1,1,-1,18,0,5,2,4,-1,-1,0,6
1081,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1081,2,,2,6,-1,6,2,10,1,1,8,Carpool/Rail,30,180,5,1,4,-1,-1,0,6
1082,1,,1,8,-1,6,4,0,1,1,1,-1,17,170,5,2,4,-1,-1,0,6
1082,2,,2,8,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,6
1084,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1086,1,,2,6,-1,8,1,0,2,1,1,-1,6,24,2,2,4,-1,-1,0,3
1087,1,,2,4,-1,4,1,0,5,1,1,-1,30,60,1,2,4,-1,-1,0,6
1088,1,,2,7,Scandinavian,6,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1089,1,,2,3,-1,6,1,4,2,1,1,-1,5,20,3,1,2,1,3,0,6
1089,2,,2,3,-1,4,1,3,1,1,2,-1,15,150,5,3,4,-1,-1,0,2
1091,1,,4,6,-1,7,1,0,1,1,1,-1,6,70,5,2,4,-1,-1,0,5
1091,2,,4,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,6,0,2
1092,1,,1,6,-1,8,2,4,1,1,3,-1,15,60,4,1,4,-1,-1,1,3
1092,2,,2,6,-1,8,1,0,1,1,1,-1,33,264,4,2,4,-1,-1,1,3
1093,1,,1,8,-1,6,1,8,1,1,3,-1,15,30,5,2,4,-1,-1,0,3
1094,1,,2,1,-1,7,2,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
1094,2,,1,1,-1,4,1,0,1,1,2,-1,10,80,5,1,4,-1,-1,0,3
1096,1,,2,6,-1,8,1,0,1,1,1,-1,20,160,4,2,4,-1,-1,0,6
1096,2,,1,6,-1,6,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,5
1096,3,,2,6,-1,5,1,0,1,1,1,-1,15,180,6,2,4,-1,-1,0,2
1098,1,,2,4,-1,3,1,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
1098,2,,1,4,-1,1,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
1098,3,,2,4,-1,2,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
1099,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
1099,2,,2,6,-1,6,1,0,2,1,1,-1,5,50,5,2,4,-1,-1,1,5
1099,3,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,35,1,3
1100,1,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1100,2,,1,6,-1,2,1,0,1,1,1,-1,20,300,6,1,4,-1,-1,0,5
1102,1,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1102,2,,2,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1103,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1103,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
1104,1,,1,8,-1,7,1,0,1,1,2,-1,6,60,5,2,4,-1,-1,1,3
1104,2,,2,8,-1,7,1,0,1,1,2,-1,7,60,5,2,4,-1,-1,1,3
1105,1,,1,7,Russian,4,1,0,1,2,-1,-1,-1,-1,-1,-1,2,1,8,0,3
1105,2,,1,7,Russian,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
1105,3,,2,7,Armenian,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
1107,1,,4,8,-1,5,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1,6
1107,2,,1,8,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,7
1107,3,,2,8,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,6
1108,1,,2,8,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,999
